##用于轻量化提示，使用自定义按键上屏，键不得重码，需标明类型，用中文符号冒号分割，表情：😲	aa，将上屏 😲
一简：起	q
翻译：n.乞丐生活;乞讨;托钵	mendicancy
翻译：a.行乞的;托钵的;化缘的 n.乞丐;乞讨;托钵僧	mendicant
翻译：n.修补工作	mending
翻译：n.斯巴达王	Menelaus
翻译：n.男人;男成员	menfolks
翻译：a.适合仆人做的;卑微的 n.仆人	menial
翻译：a.脑膜的	meningeal
翻译：n.髓膜炎	meningitis
翻译：n.新月;半月板	meniscus
翻译：n.孟诺派教徒	Mennonite
翻译：n.月历;日历	menology
翻译：n.绝经期	menopause
翻译：n.犹太宗教仪式所用的烛台之一种	menorah
翻译：a.每月一次的;每月的;餐桌的	mensal
翻译：n.月经	menses
翻译：a.月经的;一月一次的;每月的	menstrual
翻译：vi.有月经	menstruate
翻译：n.月经;月经期间	menstruation
翻译：n.溶媒;溶剂	menstruum
翻译：n.可测量;可测性	mensurability
翻译：a.可测量的;定量的;定律的	mensurable
翻译：a.关于度量的;定律的	mensural
翻译：n.测定;测量;测定法	mensuration
翻译：a.心智的;精神病的;心理的;颏的 n.精神病	mental
翻译：a.唯心主义的;心理现象的	mentalistic
翻译：n.精神力;智力;头脑作用;思想	mentality
翻译：ad.心理上;精神上;用脑筋	mentally
翻译：n.精神作用;心理状态	mentation
翻译：n.薄荷油	menthene
翻译：n.薄荷脑	menthol
翻译：a.含薄荷脑的	mentholated
翻译：n.提到;言及;陈述 vt.提到;提及	mention
翻译：n.意见	mentium
翻译：n.良师益友;私人教师	mentor
翻译：n.菜单;菜肴;画面	menu
翻译：n.(DOS)菜单项	menuitem
翻译：n.猫叫声 vi.猫叫	meow
翻译：n.毒气;恶臭	mephitis
翻译：n.红药水	merbromin
翻译：a.商业的;商人的	mercantile
翻译：n.重商主义者	mercantilist
翻译：n.雇来的人;佣兵 a.为钱而工作的;被雇的;图利的	mercenary
翻译：n.布商;绸缎商人;呢绒布商	mercer
翻译：vt.作丝光处理	mercerise
翻译：vt.作丝光处理	mercerize
翻译：n.布店;布商;布类	mercery
翻译：n.商品;存货 vi. vt.交易;买卖	merchandise
翻译：n.商人;店主 a.商业的;商人的	merchant
翻译：a.可买卖的;有销路的	merchantable
翻译：n.商船;商人	merchantman
翻译：a.仁慈的;慈悲的	merciful
翻译：a.无慈悲心的;残忍的	merciless
翻译：a.Mercury神的;水星的;敏捷的;活泼的;水银的 n.水银剂;汞剂	mercurial
翻译：a.水银的;含水银的;汞的	mercuric
翻译：n.水银红药水	mercurochrome
翻译：a.水银的;含水银的;亚汞的	mercurous
翻译：n.水银;汞;使者;墨丘利神	mercury
翻译：n.仁慈;宽恕;慈悲;怜悯;幸运	mercy
翻译：n.小湖;池塘 a.仅仅的;只不过的	mere
翻译：ad.只	merely
翻译：a.华丽而庸俗的;俗气的;娼妓的	meretricious
翻译：n.秋沙鸭	merganser
翻译：vt.使合并;使消失;吞没 vi.合并;渐渐消失 v.合并	merge
翻译：n.没入;合并	mergence
翻译：n.合并;归并	merger
翻译：n.子午线;经线;顶点 a.子午线的;日中的;顶点的	meridian
翻译：a.南部的;南欧的;子午线的 n.南欧人	meridional
翻译：n.美利诺羊;美利诺呢绒;美利诺丝绸	merino
翻译：n.分裂组织	meristem
翻译：n.优点;功绩;价值;功过;真相 vt.值得 vi.应受	merit
翻译：n.知识界精华	meritocracy
翻译：a.有功绩的;有价值的;可称赞的	meritorious
翻译：n.功绩	merits
翻译：n.一种鹰	merlin
翻译：n.枪眼与枪眼之间的墙壁	merlon
翻译：n.美人鱼;善泳的女子	mermaid
翻译：n.人鱼;善泳的男子	merman
翻译：a.缺面的	merohedral
翻译：ad.愉快地;高兴地	merrily
翻译：n.欢喜;嬉戏	merriment
翻译：n.愉快;快活	merriness
翻译：a.快乐的;愉快的;嬉戏作乐的	merry
翻译：n.作乐	merrymaking
翻译：n.马其赛特郡	Merseyside
翻译：n.台地;岩石台地;平顶山	mesa
翻译：n.酶斯卡尔酒;龙舌兰;仙人掌之一种	mescal
翻译：n.酶斯卡林	mescaline
翻译：vi.我以为	meseems
翻译：n.肠系膜	mesentery
翻译：n.网孔;网丝;网眼;网状物;圈套;陷阱;啮合 vt.以网捕捉;啮合;编织 vi.落网;相啮合	mesh
翻译：n.网状组织;网络;网	meshwork
翻译：a.网状的;象网的	meshy
翻译：a.催眠术的	mesmeric
翻译：vt.施催眠术;迷住;迷惑	mesmerise
翻译：n.催眠术;催眠状态	mesmerism
翻译：n.催眠术师	mesmerist
翻译：n.施催眠术;催眠状态	mesmerization
翻译：vt.施催眠术;迷住;迷惑	mesmerize
翻译：n.平均体格的人;斗士型的人	mesomorph
翻译：a.具有由中胚叶发达之筋骨的;斗士型的	mesomorphic
翻译：n.介子	meson
翻译：n.美索不达米亚	mesopotamia
翻译：n.中间圈	mesosphere
翻译：n.新钍	mesothorium
翻译：n.中世代 a.中世代的	mesozoic
翻译：n.食堂;伙食;用膳;一份食品;混乱;乱七八糟;困境 vt.将...弄糟;妨碍;使紊乱;使就餐 vi.供膳;搞乱;用膳	mess
翻译：n.消息;通讯;讯息;教训;预言;广告词 vt.通知 vi.带信息	message
翻译：n.报信者;使者	messenger
翻译：n.弥赛亚	messiah
翻译：a.Messiah的	messianic
翻译：n.救主即将降临之信仰	messianism
翻译：n.同餐之友;同餐桌的伙伴	messmate
翻译：a.散乱的;污秽的;麻烦的	messy
翻译：n.混血儿	mestizo
翻译：vbl.meet的过去式和过去分词	met
翻译：a.变化的;变形的;新陈代谢的	metabolic
翻译：vt.使物质交替;使新陈代谢;使变形	metabolise
翻译：n.新陈代谢;变形	metabolism
翻译：vt.使物质交替;使新陈代谢;使变形	metabolize
翻译：a.掌部的 n.掌骨	metacarpal
翻译：n.掌部;掌骨	metacarpus
翻译：n.图元文件	metafile
翻译：n.世代交替	metagenesis
翻译：n.金属;金属制品;合金;本质;质料 a.金属制的 vt.以金属覆盖	metal
翻译：n.语言分析用的语言	metalanguage
翻译：n.研究语言与其他文化活动之关系的语言学	metalinguistics
翻译：n.金属化	metalising
翻译：n.金属镀层;金属化	metalization
翻译：n.金属化	metalizing
翻译：a.金属的;含金属的;产生金属的	metallic
翻译：a.含金属的;产金属的	metalliferous
翻译：n.显微照片	metallograph
翻译：a.象金属的;非金属的;类似金属性的 n.非金属;类似金属;两性金属	metalloid
翻译：n.冶金家;冶金学者	metallurgist
翻译：n.冶金;冶金术	metallurgy
翻译：n.金属	metals
翻译：n.金属器皿	metalware
翻译：n.金属制品;金属制造	metalwork
翻译：n.异性体	metamer
翻译：n.体节	metamere
翻译：a.变化的;变性的;变态的	metamorphic
翻译：n.变态;变形;变质	metamorphism
翻译：vt.使变形;使变态;使变成 vi.变形;变质	metamorphose
翻译：n.蜕变;变质;变形	metamorphosis
翻译：a.中期;转位期	metaphase
翻译：n.隐喻;暗喻	metaphor
翻译：a.隐喻性的;比喻性的	metaphorical
翻译：n.逐字译;直译 vt.逐字翻译	metaphrase
翻译：a.形而上学的;纯粹哲学的;抽象的	metaphysical
翻译：n.形而上学者;精神疗法家	metaphysician
翻译：n.形而上学;纯粹哲学;宇宙哲学	metaphysics
翻译：v.转移	metastase
翻译：n.转移;新陈代谢;急转换	metastasis
翻译：vi.转移	metastasize
翻译：n.转移	metastatic
翻译：a.中骨的 n.中骨	metatarsal
翻译：n.中骨	metatarsus
翻译：n.音位转换;转移;置换	metathesis
翻译：n.中介变数	metavariable
翻译：n.后生动物 a.后生动物的	metazoan
翻译：vt.量;测量;分配 n.边界;界石	mete
翻译：n.转生;轮回	metempsychosis
翻译：n.流星;大气现象	meteor
翻译：a.流星的;疾速的;大气的	meteoric
翻译：n.陨星	meteorite
翻译：n.流星体	meteoroid
翻译：n.气象学者	meteorologist
翻译：n.气象学;气象状态	meteorology
翻译：n.公尺;韵律;计量器 vt.以计量器计量	meter
翻译：n.用仪表计量;测量;计量收费	meterage
翻译：n.甲烷;沼气	methane
翻译：n.甲醇	methanol
翻译：n.蜂蜜酒之一种	metheglin
翻译：vi.我想;我以为;据我看来	methinks
翻译：n.方法;办法;条理;秩序	method
翻译：a.有方法的;有系统的	methodical
翻译：ad.有系统的;有方法的	methodically
翻译：vt.使有条理	methodise
翻译：n.卫理公会派;严守规定法则;拘泥形式	methodism
翻译：a.卫理公会派的;有秩序的;严格的	methodistic
翻译：vt.使有条理	methodize
翻译：a.方法的	methodological
翻译：n.方法学;方法论	methodology
翻译：n.甲基;木精	methyl
翻译：n.亚甲基	methylene
翻译：n.甲基水银	methylmercury
翻译：n.一丝不苟	meticulosity
翻译：a.一丝不苟的;精确的;过细的	meticulous
翻译：n.甲氨基粉	metol
翻译：n.转喻	metonymy
翻译：n.强心剂;精神病的冲疗法用剂;其商标名	metrazol
翻译：n.公尺;格;韵律	metre
翻译：a.公尺的;公制的;计量的	metric
翻译：a.韵律的;有韵律的;测量的	metrical
翻译：vt.施行公制度量衡制度	metricate
翻译：n.韵律学;作诗法	metrics
翻译：n.伦敦地下铁道;地下铁道	metro
翻译：n.度量衡学;度量衡	metrology
翻译：n.节拍器	metronome
翻译：a.节拍器的	metronomic
翻译：n.京	metroplis
翻译：n.大都市;重要中心;首府	metropolis
翻译：n.大都市的居民;大主教;母国的居民 a.大都市的;大主教区的;母国的	metropolitan
翻译：n.气质;性格;勇气	mettle
翻译：n.百万电子伏	mev
翻译：n.猫叫声;海鸥 vi.咪咪叫 n.鹰笼;巢;隐匿处 vt.关进笼子	mew
翻译：vi.低泣;低叫;咪咪叫	mewl
翻译：n.墨西哥人	mex
翻译：n.墨西哥人;墨西哥语 a.墨西哥的	mexican
翻译：n.墨西哥	mexico
翻译：n.由FOX公司推出的一种极流行的数据库管理软件	mfoxplus
翻译：n.大音阶的第三音	mi
翻译：n.迈阿密	miami
翻译：n.猫的叫声 vi.猫叫	miaow
翻译：n.毒气;沼气	miasma
翻译：n.云母	mica
翻译：a.微生物的;由细菌引起的	microbial
翻译：n.微生物学	microbiology
翻译：n.微位元	microbit
翻译：n.小型巴士;小型公共汽车	microbus
翻译：n.缩影卡片	microcard
翻译：a.头异常小的	microcephalous
翻译：n.头小畸型	microcephaly
翻译：n.微量化学	microchemistry
翻译：n.微型电路技术	microciruitry
翻译：n.微气象	microclimate
翻译：n.微气象学	microclimatology
翻译：n.微电脑	microcomputer
翻译：n.缩微本 vt. vi.缩微复制	microcopy
翻译：n.小宇宙;小世界;人类	microcosm
翻译：a.小宇宙的;小世界的;微观的	microcosmic
翻译：a.微晶的	microcrystalline
翻译：a.有微齿的	microdont
翻译：n.个体经济	microeconomic
翻译：n.微体电子学	microelectronics
翻译：n.微法计	microfaradmeter
翻译：n.单片缩影胶片	microfiche
翻译：n.微细丝	microfilament
翻译：n.缩影胶片 vt. vi.缩微拍摄	microfilm
翻译：n.缩微过程	microform
翻译：n.微观图	microgram
翻译：n.微克	microgramme
翻译：n.显微图	micrograph
翻译：n.显微照相;微写	micrography
翻译：n.细微纹沟;唱片	microgroove
翻译：n.微欧姆	microhm
翻译：n.微指令	microinstruction
翻译：a.细石器的	microlithic
翻译：n.微逻辑	micrologic
翻译：n.显微学;拘于细节	micrology
翻译：n.微观结构	micromechanism
翻译：n.测微计	micrometer
翻译：n.微迷你	micromini
翻译：n.微单模	micromodule
翻译：n.微米	micron
翻译：n.密克罗尼西亚	micronesia
翻译：n.微量营养素	micronutrient
翻译：n.微生物;微小动植物	microorganism
翻译：n.扩音器;麦克风	microphone
翻译：n.微音镜	microphonoscope
翻译：n.缩影照片	microphotograph
翻译：a.多微孔的	microporous
翻译：n.缩影相片	microprint
翻译：n.微处理器	microprocessor
翻译：n.微程序	microprogram
翻译：n.微程序化	microprogramming
翻译：n.缩微出版	micropubishing
翻译：n.显微镜 vt.仔细检查;放大;夸大	microscope
翻译：n.使用显微镜的技术人员	microscopist
翻译：n.显微镜使用;用显微镜检查;检镜	microscopy
翻译：n.一百万分之一秒	microsecond
翻译：n.美国微软公司	microsoft
翻译：n.微粒体	microsome
翻译：n.小胞子	microspore
翻译：n.微条	microstrip
翻译：n.微结构	microstructural
翻译：n.微细构造	microstructure
翻译：n.微同步	microsyn
翻译：n.显微镜用薄片切片机	microtome
翻译：n.微导管	microtubular
翻译：n.微伏	microvolt
翻译：n.微波	microwave
翻译：n.微电波	microwaves
翻译：n.酵母菌	microzyme
翻译：vi.排尿	micturate
翻译：a.中间的;中央的;中部的 prep.在...之中	mid
翻译：n.半空中	midair
翻译：n.麦得斯大富王	midas
翻译：n.中脑	midbrain
翻译：n.正午;中午 a.正午的	midday
翻译：n.贝冢;堆肥	midden
翻译：n.中央;中间;腰部 a.中央的;中庸的;中间的	middle
翻译：a.中年的	middleaged
翻译：n.中间人	middleman
翻译：a.中等的;普通的;平凡的 ad.中等;相当地	middling
翻译：a.背部中央的	middorsal
翻译：n.海军校生;水手衫	middy
翻译：n.球场中央部分 a.中场的	midfield
翻译：n.蚊;侏儒	midge
翻译：n.侏儒 a.小型的	midget
翻译：n.迷地装 n.乐器数字化接口	midi
翻译：n.铁头球杆之一种	midiron
翻译：n.腿的中部;中足 ad.在腿的中部	midleg
翻译：n.中间线;中线	midline
翻译：n.上午十时左右	midmorning
翻译：a.正中的	midmost
翻译：n.午夜;子夜;夜半 a.午夜的;夜半的	midnight
翻译：n.中点;正中央	midpoint
翻译：n.中脉	midrib
翻译：n.膈;中腹部	midriff
翻译：n.中央部分;胴体;腹部	midsection
翻译：n.船体中央部 a.船体中央的	midship
翻译：ad.在船中央部	midships
翻译：n.中间 prep.在...中间	midst
翻译：n.河流正中;中流	midstream
翻译：n.仲夏;夏至期 a.仲夏的	midsummer
翻译：a.中间的 n.期中考试	midterm
翻译：n.中途;中间;娱乐场 a.中途的;中间的 ad.中途	midway
翻译：n.一周之半;星期三 a.一周之半的;星期三的	midweek
翻译：n.助产士;接生婆	midwife
翻译：n.助产术;产科学	midwifery
翻译：n.仲冬;冬至期;冬至	midwinter
翻译：n.风采;态度;样子;外表	mien
翻译：n.小争执;微怒 vt.使恼怒 vi.恼羞成怒	miff
翻译：n.米格机	mig
翻译：n.力气;权力 v. aux.可能;也许	might
翻译：ad.强烈地;非常地	mightily
翻译：n.强烈;强大;强力	mightiness
翻译：n.有势力的人 a.有势力的;强大的;有力的 ad.很;极	mighty
翻译：n.木犀草;灰绿色;有花样的手编花边	mignonette
翻译：n.候鸟;移居者	migrant
翻译：vi.移动;移往;随季节而移居 vt.使移居	migrate
翻译：n.移民;移往;移动	migration
翻译：n.候鸟;移居者	migrator
翻译：a.迁移的;流浪的	migratory
翻译：vi.偷懒;游手好闲 n.懒惰;游手好闲;扩音器;话筒	mike
翻译：n.千分之一寸	mil
翻译：n.米兰	milan
翻译：n.米兰人 a.米兰的	milanese
翻译：a.生乳的	milch
翻译：a.温和的;温柔的;淡味的;适度的;轻微的;低碳的	mild
翻译：vt. vi.(使)变温和	milden
翻译：n.霉;面粉病菌;露菌病菌 vi.发霉;生霉 vt.使发霉	mildew
翻译：n.霉	mildewed
翻译：a.发霉的	mildewy
翻译：ad.柔和地;和善地;谨慎地	mildly
翻译：n.温和;温暖	mildness
翻译：n.哩;英里;较大的距离	mile
翻译：n.哩数	mileage
翻译：n.里程标志;里程碑	milepost
翻译：n.参加一哩赛跑的运动员	miler
翻译：n.里程碑;里程石;一里程标	milestone
翻译：n.耆草属植物;西洋耆草	milfoil
翻译：a.栗粒状的;栗粒大的;栗疹的	miliary
翻译：n.战斗性	militancy
翻译：a.好战的;积极从事或支持使用武力的	militant
翻译：adv.在军事上	militarily
翻译：vt.使军事化;使军国化;鼓吹军国主义	militarise
翻译：n.军国主义者;军事家	militarist
翻译：a.军国主义的	militaristic
翻译：n.军事化;黩武主义的提倡	militarization
翻译：vt.使军事化;使军国化;鼓吹军国主义	militarize
翻译：n.军队 a.军事的;军人的;好战的	military
翻译：vi.产生作用或影响	militate
翻译：n.义勇军;自卫队;国民军	militia
翻译：n.国民兵;民兵	militiaman
翻译：n.奶;乳状物 vt.挤乳;榨取 vi.产乳	milk
翻译：n.挤奶人;挤奶器;乳牛	milker
翻译：n.乳状;乳白色;奶的	milkiness
翻译：n.挤奶;一次的挤奶量	milking
翻译：n.挤奶的妇女;在酪农场工作的女性	milkmaid
翻译：n.牛奶商;送牛奶的人;挤奶的男人	milkman
翻译：n.懦弱的人	milksop
翻译：n.乳草属植物	milkweed
翻译：a.乳状的;乳白色的;柔和的	milky
翻译：n.压榨机;磨坊;制造厂 vt.碾磨;磨细;搅拌;使乱转;打 vi.乱转;被碾磨	mill
翻译：n.书面厚纸	millboard
翻译：n.水闸	milldam
翻译：a.属于或相信太平盛世的;一千年的 n.相信太平盛世的人	millenarian
翻译：n.太平盛世;一千年	millennium
翻译：n.厂主;粉蛾	miller
翻译：n.稷;栗;玉蜀黍之类	millet
翻译：n.毫安计	milliammeter
翻译：n.毫安培	milliampere
翻译：n.十亿	milliard
翻译：n.毫巴	millibar
翻译：n.毫克	milligram
翻译：n.千分之一公升;毫升	milliliter
翻译：n.毫米	millimeter
翻译：n.毫米	millimetre
翻译：n.毫微米	millimicron
翻译：n.女帽制造及贩卖商	milliner
翻译：n.磨;制粉;轧齿边	milling
